model,num_params,param_size_mb,best_epoch,best_val_loss,best_val_mse_all,best_val_mse_observed,best_val_mse_missing,test_mse_all,test_mse_observed,test_mse_missing,test_ate,test_rte,train_time_sec
LNN_only,182412,0.6958,20,0.24181971790338913,0.1218049909969879,0.07365461276378028,0.23445425731253394,0.0561574693558453,0.023055574892613877,0.13345454796915424,1.5951806486796496,1.5531360129242,3341.43
LSTM_only,158892,0.6061,20,0.11892311480332013,0.06442484945423273,0.042975759314333194,0.11462553835484847,0.013281319123882859,0.006716836431888752,0.028589547213326377,1.6594787611992106,1.614092029252068,426.28
Hybrid_Normal,342284,1.3057,20,0.11498680749121094,0.060217638512289055,0.03847159946322705,0.11113964721853672,0.013084422916363532,0.006523101056966033,0.028372501934620927,1.6760075017022258,1.629708649827978,3615.62
