model,epoch,train_loss,val_loss,val_mse_all,val_mse_observed,val_mse_missing
LNN_only,1,0.427966404507357,0.67132134635281,0.43233248319288037,0.34482278942165,0.6368390668090977
LNN_only,2,0.22710991629093097,0.48782080946105294,0.32584571627787445,0.26803166180718363,0.46101764260862044
LNN_only,3,0.16812318320456723,0.43567768739560003,0.2811483143920489,0.2246782401645625,0.41320986422250816
LNN_only,4,0.11915269128463497,0.38258729930504154,0.22422603658286103,0.16349449128567897,0.36623784962117484
LNN_only,5,0.10309273568840639,0.4049780439425688,0.2285902950178367,0.15999400245114712,0.3889786431404306
LNN_only,6,0.09570271698377789,0.3802623813327395,0.22188027352494047,0.1610499548232891,0.36415738745939286
LNN_only,7,0.08909188521070804,0.3451990539228024,0.19986452536882568,0.1438679121678412,0.33081226223048554
LNN_only,8,0.08424174798900716,0.3221284066559293,0.17213811303491633,0.1128217353177807,0.31084623371208264
LNN_only,9,0.08043709327957725,0.30777555047289323,0.16493812884743275,0.10851388001137324,0.29692416141475925
LNN_only,10,0.07742795880888946,0.3235617449262486,0.1830201621714718,0.12843813140605181,0.3107179316597197
LNN_only,11,0.07365208157927747,0.3175220296415909,0.1760743792909951,0.12076130032777191,0.305445898905647
LNN_only,12,0.07021199588021686,0.28310424844247833,0.1480482212496108,0.09433518380782663,0.27367073019646965
LNN_only,13,0.06741438433569728,0.2767718579029196,0.14371784228207926,0.0907200699452888,0.26769985054704937
LNN_only,14,0.06441977569067114,0.2625173645204779,0.13849753100533024,0.08930376212187038,0.25358698789627593
LNN_only,15,0.06180792023708142,0.26260750499698304,0.13668115305048043,0.08655229655081283,0.25395227469672715
LNN_only,16,0.06003824151808395,0.25315754413359653,0.1288528636914404,0.07909594429849755,0.24524794967203323
LNN_only,17,0.05818899277181516,0.24558979866106687,0.12551285032174764,0.0775016413313531,0.23783963462306082
LNN_only,18,0.05690992864107019,0.24422890810090794,0.12392399008054518,0.07573796252150009,0.23665511212584
LNN_only,19,0.056061338892347774,0.24259308722078052,0.12212515489328071,0.07378655189619224,0.2352144319065311
LNN_only,20,0.055684204746460554,0.24181971790338913,0.1218049909969879,0.07365461276378028,0.23445425731253394
LSTM_only,1,0.37316183539457576,0.8890098497483945,0.5862820976809553,0.47714330138752986,0.8412955205957451
LSTM_only,2,0.1276834445085064,0.47151345884532725,0.277726226821215,0.2035510695065584,0.4511583526732244
LSTM_only,3,0.06780326864508743,0.3463386168937629,0.19546339362696336,0.1368012250125132,0.33265849419136045
LSTM_only,4,0.04681185451359185,0.2583801645502361,0.15124341370093095,0.11015578835420166,0.24736458580436269
LSTM_only,5,0.03770787994548204,0.2509589112571624,0.1415043771770723,0.0989408869505996,0.24106482242471874
LSTM_only,6,0.03177859668088045,0.21919510178730894,0.12752300918217546,0.09231049729194347,0.20996405120047634
LSTM_only,7,0.027171972941627293,0.19181459130003112,0.10833464571788587,0.07590140410248267,0.1842244506167288
LSTM_only,8,0.02396598525601032,0.1754585296459329,0.1009946729344285,0.07225779821568842,0.16823275030870172
LSTM_only,9,0.021944646970291627,0.16229520618464421,0.08858632267231292,0.05963615724952169,0.15633159047505524
LSTM_only,10,0.020259602345691675,0.16443776892322037,0.09278704500398607,0.0649471969007184,0.15794304863061415
LSTM_only,11,0.019003962337078267,0.1414030974741742,0.07681771000546765,0.05141115735206012,0.13626198122798888
LSTM_only,12,0.017774053808542353,0.13849767859113815,0.07665629049519813,0.052470468904425485,0.13325063162120188
LSTM_only,13,0.016737143833527802,0.131909937223376,0.07166155237787572,0.04796751403141101,0.12711318572447589
LSTM_only,14,0.01585435175377426,0.13064838097644987,0.07205833939844053,0.04912501715723204,0.12573587968419025
LSTM_only,15,0.015109164353264534,0.12671700826406726,0.06921611256503953,0.0466402736887314,0.1220529805324231
LSTM_only,16,0.014430871221854005,0.12572446745728663,0.06748715264291083,0.04451458795939266,0.12127300873843565
LSTM_only,17,0.013918077985673788,0.12081989036581604,0.06555085640298983,0.04380879633826,0.11643901080838051
LSTM_only,18,0.013830252718234735,0.12041520304886213,0.0654101577945068,0.04377886823944241,0.11603731621777526
LSTM_only,19,0.01339739836278606,0.11912195682938648,0.06450616677866279,0.04300805086459008,0.11482115165347716
LSTM_only,20,0.013403189117644616,0.11892311480332013,0.06442484945423273,0.042975759314333194,0.11462553835484847
Hybrid_Normal,1,0.34746992223536344,0.759074716177927,0.5498035803576115,0.4808227522058147,0.710992442286931
Hybrid_Normal,2,0.11818404289145489,0.4176146137059737,0.2834073957087577,0.23610351925042275,0.39400426262071025
Hybrid_Normal,3,0.06409457085354144,0.34419454716519976,0.2075938494357718,0.15584279766821868,0.3286102666790991
Hybrid_Normal,4,0.0435093080235529,0.26379121405564493,0.1547997920850172,0.11303019853078236,0.25248819369673875
Hybrid_Normal,5,0.035489143093002516,0.2727606508419731,0.15044016146362482,0.10252977769252741,0.2625076725282915
Hybrid_Normal,6,0.03002390827015945,0.22642053731492054,0.13062155901769368,0.09371108147492686,0.21704942867573765
Hybrid_Normal,7,0.025986097331675662,0.2017887004684715,0.10954015624603224,0.07326706061952114,0.19446199436555844
Hybrid_Normal,8,0.023206717617552396,0.17405686159590966,0.09397914044088802,0.06243144820687555,0.16781371671045617
Hybrid_Normal,9,0.02136623395164821,0.1593565867202117,0.08584445349558495,0.05686728759919753,0.15366985771458297
Hybrid_Normal,10,0.019804559997961883,0.1527852886651423,0.08372218679495112,0.056641742070709294,0.14712111475300152
Hybrid_Normal,11,0.01848483977899099,0.1420479151524683,0.07665419847056357,0.05089008576564807,0.13695890649124712
Hybrid_Normal,12,0.017371393049206,0.14355791229110204,0.07768458680778045,0.05175514031847445,0.13838239805364425
Hybrid_Normal,13,0.016181474834318723,0.1298926021689531,0.0684823085224668,0.04414255210694532,0.12547834657634596
Hybrid_Normal,14,0.015191607011591588,0.12772080368774472,0.06818827041676703,0.044676992778197026,0.12325310376114221
Hybrid_Normal,15,0.014376518541250083,0.12487655282056878,0.06606325151076083,0.04277012906166394,0.12059954043430572
Hybrid_Normal,16,0.013601239442348166,0.12102306263406033,0.06329299407281784,0.040359208061390234,0.11698714163305045
Hybrid_Normal,17,0.013065599821785364,0.11779707849849938,0.06183032022521796,0.03962230716032506,0.1138348476580012
Hybrid_Normal,18,0.012795566642087015,0.11594007638637993,0.06061947734011646,0.0386454347883815,0.11207553273276562
Hybrid_Normal,19,0.012388218640687822,0.11509933178363001,0.06023930622652567,0.03845347238405127,0.11125398470818648
Hybrid_Normal,20,0.012389080105086195,0.11498680749121094,0.060217638512289055,0.03847159946322705,0.11113964721853672
