model,epoch,train_loss,val_loss,val_mse_all,val_mse_observed,val_mse_missing
LNN_only,1,0.45246092488127687,0.6827705674723052,0.9446063715112205,1.0566072054997042,0.6827705674723052
LNN_only,2,0.22398726819287826,0.5068175885154635,0.7446900935458712,0.8464294775855704,0.5068175885154635
LNN_only,3,0.1712698069751637,0.44397791602138653,0.6832131529363057,0.7855088423400188,0.44397791602138653
LNN_only,4,0.12896708636379606,0.4004556977014887,0.6122086239265202,0.7027494389301467,0.4004556977014887
LNN_only,5,0.11240307142153322,0.4197490741748392,0.6575958003529636,0.7593099752883109,0.4197490741748392
LNN_only,6,0.10461027180953991,0.3732389726387391,0.6308804363961791,0.741041781275023,0.3732389726387391
LNN_only,7,0.09814535858783956,0.36561673142190215,0.6458593731279508,0.7657066910113726,0.36561673142190215
LNN_only,8,0.09369225942764971,0.35295745419142277,0.6389924437928669,0.7612979066509166,0.35295745419142277
LNN_only,9,0.08976416900827511,0.32513271890704104,0.5880620070845688,0.7005021852535536,0.32513271890704104
LNN_only,10,0.08664733649700707,0.35204588519917623,0.5967133835704224,0.7013392347754406,0.35204588519917623
LNN_only,11,0.08339166120296372,0.3248303073424788,0.5879580049306249,0.7004914708284854,0.3248303073424788
LNN_only,12,0.07955119263141773,0.311169981528945,0.5311945913473896,0.6252913649791223,0.311169981528945
LNN_only,13,0.07721801069905641,0.3038438322316659,0.5387992504947832,0.6392849236844764,0.3038438322316659
LNN_only,14,0.07447045133313346,0.294347124612213,0.5148225667633182,0.6091127592669056,0.294347124612213
LNN_only,15,0.07215962047989911,0.28967845586371804,0.49899792319098324,0.5885050563335956,0.28967845586371804
LNN_only,16,0.07061942924230208,0.28145968966816004,0.47247774559881023,0.554162161327176,0.28145968966816004
LNN_only,17,0.06891096398625447,0.27459110314304236,0.4647703768497562,0.546089783200602,0.27459110314304236
LNN_only,18,0.06783844811190881,0.27393571420329427,0.457252121965272,0.5356363473386553,0.27393571420329427
LNN_only,19,0.06704771836167524,0.2703670808604281,0.454815314101422,0.5336813548921115,0.2703670808604281
LNN_only,20,0.06683457919182118,0.269889534775578,0.45403673240758813,0.5327741693846925,0.269889534775578
LSTM_only,1,0.3362992082899223,0.8306064183440706,0.5739315092776036,0.4640693148901254,0.8306064183440706
LSTM_only,2,0.1184011555342409,0.44619260087053764,0.27548620496335535,0.20247676895911393,0.44619260087053764
LSTM_only,3,0.06474266412131865,0.33945914020500423,0.21579056566029234,0.16292030299327484,0.33945914020500423
LSTM_only,4,0.04489115520746866,0.2610394058405961,0.17043856580398584,0.13171735152486008,0.2610394058405961
LSTM_only,5,0.03629672085342385,0.2491371557261744,0.1647423806779094,0.12867276744189043,0.2491371557261744
LSTM_only,6,0.03057963799220623,0.20820892514610123,0.16870383570355602,0.15183037192312016,0.20820892514610123
LSTM_only,7,0.025913224018861182,0.1855885544868974,0.1681214366770816,0.16067552335150032,0.1855885544868974
LSTM_only,8,0.023094212590391298,0.1702931023159266,0.15242526804815912,0.14480791435500726,0.1702931023159266
LSTM_only,9,0.021022476639035385,0.1561363551821959,0.15864104135406745,0.15972091114651377,0.1561363551821959
LSTM_only,10,0.019651392877131982,0.16638153315486376,0.15895868241687108,0.15579866773456147,0.16638153315486376
LSTM_only,11,0.018458511218568164,0.14339521693471513,0.15517153357496924,0.16022344054014298,0.14339521693471513
LSTM_only,12,0.017537294483391384,0.13816974273034993,0.150776539051898,0.15618145214366502,0.13816974273034993
LSTM_only,13,0.01630876242914753,0.13158587047301024,0.1411321411881919,0.14523583092930098,0.13158587047301024
LSTM_only,14,0.015536571813169859,0.13046159206859614,0.1357178815960935,0.1379837005058318,0.13046159206859614
LSTM_only,15,0.014806444770579229,0.1263706671370404,0.13384505455290488,0.13705844268476006,0.1263706671370404
LSTM_only,16,0.014190438407932451,0.12443952120638127,0.13079877894010475,0.1335409636528469,0.12443952120638127
LSTM_only,17,0.013740288086792061,0.11964079457358776,0.12823408258376284,0.13192728756528463,0.11964079457358776
LSTM_only,18,0.013525532236524985,0.1187948250519493,0.12768543119515977,0.13150730319811324,0.1187948250519493
LSTM_only,19,0.01324116556128899,0.1172002913776629,0.1232516007780662,0.12586044923395107,0.1172002913776629
LSTM_only,20,0.013188768636887352,0.11712733745283573,0.1229695394796548,0.12548894645327605,0.11712733745283573
Hybrid_Normal,1,0.3321105044096133,0.639418873762563,0.5030558276957819,0.4446722686773649,0.639418873762563
Hybrid_Normal,2,0.1094845117589132,0.39959864948874385,0.31269157694681726,0.2755009037284562,0.39959864948874385
Hybrid_Normal,3,0.061361447630133424,0.34280130055871,0.28728333690937163,0.2635149265626776,0.34280130055871
Hybrid_Normal,4,0.043931353936275196,0.26647692785796223,0.2276171135015379,0.21097373180672324,0.26647692785796223
Hybrid_Normal,5,0.03571737476529703,0.25754425705857137,0.2426727867057115,0.23629978446736497,0.25754425705857137
Hybrid_Normal,6,0.030426569327297582,0.23534831619089866,0.24725949354642243,0.2523430474960294,0.23534831619089866
Hybrid_Normal,7,0.026089301593342655,0.1969193298647409,0.23405072764270227,0.24991712465902272,0.1969193298647409
Hybrid_Normal,8,0.023086120376380945,0.1828406999063756,0.2334348911480328,0.25506901234155976,0.1828406999063756
Hybrid_Normal,9,0.02125971958591879,0.1697339257960649,0.23470145365501052,0.2624742895769605,0.1697339257960649
Hybrid_Normal,10,0.019634626200673338,0.16453449427446107,0.22891773105658897,0.2564263435540862,0.16453449427446107
Hybrid_Normal,11,0.01832043774427655,0.15008996940148925,0.24164896714773398,0.28078187908614183,0.15008996940148925
Hybrid_Normal,12,0.01734896092986903,0.1445849055211472,0.22896640339242677,0.26505146398014784,0.1445849055211472
Hybrid_Normal,13,0.01632221116959721,0.1390839851838963,0.2312297510263668,0.2706115804018079,0.1390839851838963
Hybrid_Normal,14,0.015290988692863371,0.1334850725206795,0.22465221788534498,0.26360749803686817,0.1334850725206795
Hybrid_Normal,15,0.014627839124102619,0.1310092922101309,0.23019060981596073,0.272572229854394,0.1310092922101309
Hybrid_Normal,16,0.01399488959560892,0.12624392443160448,0.22746271353789568,0.2707237932417128,0.12624392443160448
Hybrid_Normal,17,0.013445573509618567,0.12245239364732144,0.22503277425223972,0.2688697564159656,0.12245239364732144
Hybrid_Normal,18,0.01322305617453309,0.12051111871020807,0.22132494146018844,0.2644034347750635,0.12051111871020807
Hybrid_Normal,19,0.012828671574712087,0.11908255099000312,0.22097429166344623,0.26451247573633213,0.11908255099000312
Hybrid_Normal,20,0.012855953152114739,0.11880038258745326,0.22052634722729292,0.2639928230038639,0.11880038258745326
MultiRate_Hybrid_K2,1,0.3961329713460441,0.7071830097914512,0.6938473750895241,0.6881142352774855,0.7071830097914512
MultiRate_Hybrid_K2,2,0.15740435346693615,0.45968228922276366,0.46008547859313603,0.4602546480930906,0.45968228922276366
MultiRate_Hybrid_K2,3,0.09579540391946892,0.38939329834843733,0.4350983234872174,0.4546468224377348,0.38939329834843733
MultiRate_Hybrid_K2,4,0.07125517213111263,0.33882154915872126,0.44316994590180075,0.487787402742388,0.33882154915872126
MultiRate_Hybrid_K2,5,0.060611518145446526,0.341910655621156,0.4534192150485925,0.5010971591352226,0.341910655621156
MultiRate_Hybrid_K2,6,0.053131089412919365,0.28855412929422325,0.38599166836585946,0.42765586521952154,0.28855412929422325
MultiRate_Hybrid_K2,7,0.04692796666046438,0.3007029437026114,0.4218218291362613,0.47360684802949965,0.3007029437026114
MultiRate_Hybrid_K2,8,0.04298459348457244,0.26447659826585135,0.3985799032664671,0.45592517067621996,0.26447659826585135
MultiRate_Hybrid_K2,9,0.04006972367310802,0.25369138775219086,0.38037685183880826,0.4345317931076944,0.25369138775219086
MultiRate_Hybrid_K2,10,0.03771576848125086,0.27091108009647613,0.3755360036057222,0.42025864191061035,0.27091108009647613
MultiRate_Hybrid_K2,11,0.03563086435736937,0.2351595559050774,0.35141852098112275,0.4011290360284791,0.2351595559050774
MultiRate_Hybrid_K2,12,0.03385232824990137,0.22168994817604107,0.3511502765385492,0.4065032428324306,0.22168994817604107
MultiRate_Hybrid_K2,13,0.03205651156445518,0.22189124051089348,0.34933771913123207,0.40382120711933167,0.22189124051089348
MultiRate_Hybrid_K2,14,0.030343026150069785,0.20382234383103043,0.3150663916865767,0.36260795025141335,0.20382234383103043
MultiRate_Hybrid_K2,15,0.0292159113153471,0.20018328525095117,0.327964520315843,0.3825782042307158,0.20018328525095117
MultiRate_Hybrid_K2,16,0.028159222124372565,0.19657044142637162,0.33122573277688827,0.38877420564096776,0.19657044142637162
MultiRate_Hybrid_K2,17,0.027079609747910884,0.18918137612605565,0.31846169277945746,0.37371600535403227,0.18918137612605565
MultiRate_Hybrid_K2,18,0.02661839229572429,0.18629071312265735,0.31155007839934507,0.3650840610010662,0.18629071312265735
MultiRate_Hybrid_K2,19,0.026034883359683608,0.18495201411589865,0.30815712521152233,0.3608117401876739,0.18495201411589865
MultiRate_Hybrid_K2,20,0.025930207848804596,0.18453007468660534,0.30864867537108126,0.3616938347221111,0.18453007468660534
MultiRate_Hybrid_K3,1,0.4169286701605961,0.6508641073118975,0.7378876764231069,0.7750900997380866,0.6508641073118975
MultiRate_Hybrid_K3,2,0.1791914291078197,0.45948510314519453,0.5608582808726901,0.6041916766999105,0.45948510314519453
MultiRate_Hybrid_K3,3,0.12039529494590265,0.4094015533943274,0.5433621763593933,0.6006291779833819,0.4094015533943274
MultiRate_Hybrid_K3,4,0.08589588302305029,0.3578104360817004,0.4877302550981239,0.5432714512176834,0.3578104360817004
MultiRate_Hybrid_K3,5,0.06996624901248982,0.3431760557712969,0.51973320472056,0.5952247332175196,0.3431760557712969
MultiRate_Hybrid_K3,6,0.060727759988492995,0.3228663074762195,0.5235502323831048,0.6093292154142993,0.3228663074762195
MultiRate_Hybrid_K3,7,0.05498574639157885,0.3225382548392901,0.5288639772287616,0.6170879883567311,0.3225382548392901
MultiRate_Hybrid_K3,8,0.05094667904817667,0.2950604805985164,0.527172742236304,0.6264044505591209,0.2950604805985164
MultiRate_Hybrid_K3,9,0.04803950315196787,0.27731081653163053,0.48148298708015785,0.5687688904157232,0.27731081653163053
MultiRate_Hybrid_K3,10,0.04534603965988056,0.2712213268969208,0.4852288543186777,0.5767177639667083,0.2712213268969208
MultiRate_Hybrid_K3,11,0.04291514984715167,0.25437171126626884,0.4869099651739277,0.586297845634492,0.25437171126626884
MultiRate_Hybrid_K3,12,0.04063161040421036,0.24263672304401432,0.45854369153361224,0.5508235592901576,0.24263672304401432
MultiRate_Hybrid_K3,13,0.038121102655205345,0.23594869916930025,0.44724509884107705,0.537558533895768,0.23594869916930025
MultiRate_Hybrid_K3,14,0.03636415488621034,0.22582832432431885,0.4378383929004301,0.5284461850358525,0.22582832432431885
MultiRate_Hybrid_K3,15,0.034677205700469074,0.21846215307102565,0.43049802729627573,0.5211213728799675,0.21846215307102565
MultiRate_Hybrid_K3,16,0.03342041904449349,0.21852012829161585,0.4416652967146694,0.5370376878826503,0.21852012829161585
MultiRate_Hybrid_K3,17,0.03211010111384712,0.20671061708407612,0.4115060522905451,0.4990368755039583,0.20671061708407612
MultiRate_Hybrid_K3,18,0.031388319154700764,0.20402028459077973,0.4131983763172489,0.5025995430413118,0.20402028459077973
MultiRate_Hybrid_K3,19,0.030824772677872748,0.20226133573182167,0.41125396032342015,0.500575572909918,0.20226133573182167
MultiRate_Hybrid_K3,20,0.030596588960543323,0.20172367646852707,0.41041579909965786,0.4996081499753204,0.20172367646852707
