model,epoch,train_loss,val_loss,val_mse_all,val_mse_observed,val_mse_missing
LNN_only,1,0.4608864292582625,0.7082828920294638,0.8935921878479494,0.9728384477614659,0.7082828920294638
LNN_only,2,0.19289200448632882,0.5501468626738727,0.8157985666748608,0.9294442021983292,0.5501468626738727
LNN_only,3,0.1333567498409732,0.4617853896187702,0.8055399477365653,0.9525755026303304,0.4617853896187702
LNN_only,4,0.11285874512031534,0.3944348008526202,0.7754269558028636,0.9383871969975691,0.3944348008526202
LNN_only,5,0.1037649935159035,0.36780819088787015,0.7316992849176913,0.8873342029118573,0.36780819088787015
LNN_only,6,0.09752462275690592,0.34227321248004106,0.6884041829452238,0.8364408482701226,0.34227321248004106
LNN_only,7,0.09191546527298644,0.3360920383487819,0.7270933448266216,0.8943155796519439,0.3360920383487819
LNN_only,8,0.08871875758069334,0.3143810974098161,0.7779917364711302,0.9762507336573643,0.3143810974098161
LNN_only,9,0.08516736700880174,0.30250455006924376,0.7755253741637482,0.9778178529940966,0.30250455006924376
LNN_only,10,0.08275371712718967,0.3043861215367739,0.7908752610867019,0.998917580240898,0.3043861215367739
LNN_only,11,0.07980070862970902,0.29400115299399865,0.8404779528806868,1.0741922738498937,0.29400115299399865
LNN_only,12,0.0767876786192793,0.28753462715072603,0.8559188278914805,1.0989787801954947,0.28753462715072603
LNN_only,13,0.07490675246277001,0.29368545958993786,0.9112994983559928,1.1754341152810708,0.29368545958993786
LNN_only,14,0.07282819185437724,0.2776727534877772,0.8450631751019878,1.0877132779876857,0.2776727534877772
LNN_only,15,0.07117385284773782,0.2781285174194629,0.8778945962548053,1.1343826500809666,0.2781285174194629
LNN_only,16,0.06975980136274436,0.2747201170149617,0.8979935654970957,1.1645243993087093,0.2747201170149617
LNN_only,17,0.06836523943505061,0.2568784145226241,0.8711875884323499,1.1338959411839586,0.2568784145226241
LNN_only,18,0.06704055774579232,0.25985104309714474,0.8511567418726768,1.1040143040235773,0.25985104309714474
LNN_only,19,0.06534714212272602,0.2785592155974017,0.8908406345892632,1.1526703179194855,0.2785592155974017
LNN_only,20,0.06405257810986847,0.2529361142312153,0.8867275014131186,1.1577460526817316,0.2529361142312153
LNN_only,21,0.06292708758841373,0.24432846636567665,0.8776585605797915,1.1484964184270587,0.24432846636567665
LNN_only,22,0.061402500746207636,0.24246362579730477,0.8836898784140456,1.157895677868226,0.24246362579730477
LNN_only,23,0.06033466745480501,0.23963560541133172,0.8624752171384806,1.1288140409936507,0.23963560541133172
LNN_only,24,0.05940629438546847,0.23395288321888527,0.8495708205564706,1.112817499416265,0.23395288321888527
LNN_only,25,0.05854012434128062,0.23469695813870367,0.8583357189573187,1.1250163816990326,0.23469695813870367
LNN_only,26,0.05791830847532012,0.23051184738466976,0.8590503078295357,1.1278247446852934,0.23051184738466976
LNN_only,27,0.057219185568927085,0.2281869560136091,0.8420595935769162,1.1045577215760598,0.2281869560136091
LNN_only,28,0.056338861305559096,0.22697458058808065,0.8438219491276185,1.1075931769554261,0.22697458058808065
LNN_only,29,0.056172213530499684,0.2267767470806554,0.8418519546533798,1.1048637372359895,0.2267767470806554
LNN_only,30,0.05605380758501091,0.22662352887889983,0.842559533355282,1.1059391142811343,0.22662352887889983
LSTM_only,1,0.34224810615054907,0.8746410464526646,0.6250378113824576,0.5182016416213187,0.8746410464526646
LSTM_only,2,0.13424144916156178,0.6302311021024924,0.3987480434670783,0.29970044605878726,0.6302311021024924
LSTM_only,3,0.08460317630055053,0.38489416526534304,0.24308698445823604,0.18245430100304355,0.38489416526534304
LSTM_only,4,0.05585282754709551,0.2959934396462308,0.1864505057673825,0.1396245670606533,0.2959934396462308
LSTM_only,5,0.04371515154034675,0.27106844530609703,0.17864579543721867,0.1391395429175594,0.27106844530609703
LSTM_only,6,0.03639842529382979,0.23120019342350914,0.16167404845885236,0.13195897470642295,0.23120019342350914
LSTM_only,7,0.031215906128564747,0.20943782458873375,0.15242006485196116,0.1280537202012985,0.20943782458873375
LSTM_only,8,0.02741444892216158,0.19027285686817536,0.14478171607533916,0.12535310149978898,0.19027285686817536
LSTM_only,9,0.02487581730588348,0.17339849724165632,0.14360662272493183,0.1308805315453944,0.17339849724165632
LSTM_only,10,0.02261399921216154,0.17467193826570104,0.15428496891728893,0.14558083933077345,0.17467193826570104
LSTM_only,11,0.020907197629981923,0.14953454580297784,0.14822715266515113,0.1476805560970697,0.14953454580297784
LSTM_only,12,0.019751032588237995,0.15479741083706783,0.15506584103174734,0.1551890196335424,0.15479741083706783
LSTM_only,13,0.01883846307307074,0.14192817276924646,0.14269453580159927,0.1430291266545479,0.14192817276924646
LSTM_only,14,0.017751460193003332,0.14082926743823607,0.14248536865283204,0.14320466042220317,0.14082926743823607
LSTM_only,15,0.017010955857810765,0.13824384036105394,0.13647817155313596,0.13573017609841237,0.13824384036105394
LSTM_only,16,0.016335985590396687,0.13436957785258793,0.13976851054381026,0.14208963019596357,0.13436957785258793
LSTM_only,17,0.0156651784294231,0.1294333678055246,0.1354030624200403,0.13796330750107466,0.1294333678055246
LSTM_only,18,0.015405238816408484,0.12777845759160789,0.12964593828406157,0.13044595189374866,0.12777845759160789
LSTM_only,19,0.014606400404230743,0.1285191900471269,0.12171981341889052,0.11882676899167173,0.1285191900471269
LSTM_only,20,0.014285673452528697,0.12406796342321104,0.12451332857352128,0.12471903904514083,0.12406796342321104
LSTM_only,21,0.013877916178938056,0.12044332310585505,0.12206371159693971,0.12277070120985477,0.12044332310585505
LSTM_only,22,0.013427334384488827,0.12031111332427231,0.12091374578912965,0.12118287056118983,0.12031111332427231
LSTM_only,23,0.013073143628127155,0.11403032432611647,0.11189431274358771,0.11099257010121905,0.11403032432611647
LSTM_only,24,0.012874578280995289,0.11501739274022364,0.11133742335522057,0.1097769201025149,0.11501739274022364
LSTM_only,25,0.012624707134184,0.11279908578287352,0.1111076022311092,0.11039967886303854,0.11279908578287352
LSTM_only,26,0.01249610465373,0.11178301490882328,0.10935713022132178,0.10833296119441962,0.11178301490882328
LSTM_only,27,0.012140150786222478,0.11070051926508596,0.10814525753615485,0.1070671561202461,0.11070051926508596
LSTM_only,28,0.011896437602351637,0.10976629582488796,0.10688692729213942,0.10567168182442437,0.10976629582488796
LSTM_only,29,0.011885740421858635,0.10958964700427552,0.10615260851888084,0.10469790769434129,0.10958964700427552
LSTM_only,30,0.011867570877054305,0.10947773868915195,0.10636095585824366,0.1050431285081631,0.10947773868915195
Hybrid_Normal,1,0.33191010058795245,0.7194374289733974,0.5304814075459281,0.44960435395642795,0.7194374289733974
Hybrid_Normal,2,0.11834825841503568,0.4621523917247823,0.35333673891994455,0.30678055118805714,0.4621523917247823
Hybrid_Normal,3,0.07179098876302635,0.3647745696003558,0.2664785828644711,0.22444821626935554,0.3647745696003558
Hybrid_Normal,4,0.04975305575026745,0.300721363675078,0.24491427246241543,0.22106806193905035,0.300721363675078
Hybrid_Normal,5,0.03935097708350516,0.2695320014193741,0.25725894723428855,0.25204837690043985,0.2695320014193741
Hybrid_Normal,6,0.03311847917152299,0.2280765369037061,0.2939092167280977,0.3220887656485186,0.2280765369037061
Hybrid_Normal,7,0.028694847132174985,0.21759722724495198,0.30230623890589525,0.33856240542129873,0.21759722724495198
Hybrid_Normal,8,0.02557583497281484,0.1858508595879068,0.30367967001658086,0.354108457949165,0.1858508595879068
Hybrid_Normal,9,0.02347149314779158,0.17625067925006224,0.3168983031354743,0.3770704855861008,0.17625067925006224
Hybrid_Normal,10,0.021448442931155377,0.16327293956294642,0.2955941386542648,0.3522055173922715,0.16327293956294642
Hybrid_Normal,11,0.020022507161971643,0.1526994447615978,0.2919174794041412,0.3514735757615635,0.1526994447615978
Hybrid_Normal,12,0.018846801034237116,0.14964322268020644,0.28142709768428076,0.33780027136976376,0.14964322268020644
Hybrid_Normal,13,0.017963124624319364,0.1422006310668155,0.293242254506862,0.3578743075445425,0.1422006310668155
Hybrid_Normal,14,0.016974102109591254,0.13560455612752942,0.27950805186277683,0.34106151823573483,0.13560455612752942
Hybrid_Normal,15,0.01608240560581678,0.1439897379466672,0.28571397074467375,0.3463462669180877,0.1439897379466672
Hybrid_Normal,16,0.015517760146519578,0.13284725735969768,0.27817030899593387,0.3403531003749764,0.13284725735969768
Hybrid_Normal,17,0.014795450125593223,0.12165596546763173,0.26620944021051823,0.32805276728738064,0.12165596546763173
Hybrid_Normal,18,0.014428490222259996,0.12176161902624438,0.2658102374254285,0.3274301427242221,0.12176161902624438
Hybrid_Normal,19,0.013706840321541956,0.12039064140250583,0.2610308235546585,0.321195716434113,0.12039064140250583
Hybrid_Normal,20,0.013269161220248028,0.11617828658523245,0.2656755902151782,0.32963394599587276,0.11617828658523245
Hybrid_Normal,21,0.012798491908118676,0.11202376647230572,0.2586751464512889,0.3214171304245848,0.11202376647230572
Hybrid_Normal,22,0.012375950719910506,0.11091158136754473,0.26961393149698526,0.3375058559207046,0.11091158136754473
Hybrid_Normal,23,0.012014470777832416,0.10542173297975038,0.25479018860850594,0.31869375184686677,0.10542173297975038
Hybrid_Normal,24,0.011678625646616784,0.10715006122213097,0.2522486798582348,0.3143278907741226,0.10715006122213097
Hybrid_Normal,25,0.011403763864378242,0.10395836949686123,0.25678919923317495,0.32218010363316063,0.10395836949686123
Hybrid_Normal,26,0.011175970217606204,0.10307242096965447,0.2545356731235502,0.31934058144289207,0.10307242096965447
Hybrid_Normal,27,0.010862645939428706,0.10153890418507827,0.2575708857245496,0.32432611829730124,0.10153890418507827
Hybrid_Normal,28,0.010701705653704251,0.10089508556946022,0.25592099097657217,0.3222477063482181,0.10089508556946022
Hybrid_Normal,29,0.010622971940003487,0.10063177348885206,0.25449426007569637,0.3203230712564615,0.10063177348885206
Hybrid_Normal,30,0.010566998498966376,0.10053401773198205,0.2546529821428828,0.3205916042190924,0.10053401773198205
MultiRate_Hybrid_K2,1,0.37751361908046,0.8433729026041794,0.7341670085282063,0.6874144352867212,0.8433729026041794
MultiRate_Hybrid_K2,2,0.15119128728167605,0.5134495839106235,0.49155425423026433,0.4821712820487529,0.5134495839106235
MultiRate_Hybrid_K2,3,0.10020975152948958,0.4285877982769924,0.4382840299989745,0.4424089032132723,0.4285877982769924
MultiRate_Hybrid_K2,4,0.07620643663561467,0.34317285945225096,0.45605178127976653,0.5043089946633891,0.34317285945225096
MultiRate_Hybrid_K2,5,0.06097121166834961,0.3339270222401083,0.5583070076740625,0.6542460411772509,0.3339270222401083
MultiRate_Hybrid_K2,6,0.049986579356411744,0.28549374109333775,0.5536329922707457,0.6682641241430771,0.28549374109333775
MultiRate_Hybrid_K2,7,0.04483764620264679,0.2819697327301865,0.575927754820526,0.7016129455443828,0.2819697327301865
MultiRate_Hybrid_K2,8,0.04149634190264733,0.264264169680118,0.5936425224810723,0.7344536515602708,0.264264169680118
MultiRate_Hybrid_K2,9,0.038692607530574456,0.24605741573236228,0.5279383297762734,0.648442205847704,0.24605741573236228
MultiRate_Hybrid_K2,10,0.03642052224953816,0.26905675167735255,0.539632021055555,0.6553136551494894,0.26905675167735255
MultiRate_Hybrid_K2,11,0.0347221068346003,0.2735276801028737,0.6139950540831738,0.7595478853947877,0.2735276801028737
MultiRate_Hybrid_K2,12,0.03318495012505566,0.22147627637883172,0.5117578796577616,0.6358810995921463,0.22147627637883172
MultiRate_Hybrid_K2,13,0.03184104253888505,0.22107028605127763,0.5040798902758497,0.6250743270755453,0.22107028605127763
MultiRate_Hybrid_K2,14,0.030121105517515182,0.21576131372957638,0.5158854491435005,0.6441857291795822,0.21576131372957638
MultiRate_Hybrid_K2,15,0.02928512618146225,0.21242817749222104,0.5392480620308316,0.6789408954691876,0.21242817749222104
MultiRate_Hybrid_K2,16,0.028228261157495924,0.2044168032254646,0.541304091383752,0.6853178595837213,0.2044168032254646
MultiRate_Hybrid_K2,17,0.026764595634590195,0.19150222978826076,0.5234216170922851,0.6653049807944725,0.19150222978826076
