model,trajectory_rmse_before,trajectory_rmse_after,rmse_improvement,missing_segment_start,missing_segment_end
Bidirectional_LNN,0.0017839678330346942,0.0020545958541333675,-0.00027062802109867334,1,28
BiLSTM,0.0017839678330346942,0.00243725860491395,-0.0006532907718792558,1,28
Hybrid_BiLNN_BiLSTM,0.0017839678330346942,0.0023523462004959583,-0.0005683783674612641,1,28
