model,trajectory_rmse_before,trajectory_rmse_after,rmse_improvement,missing_segment_start,missing_segment_end
Bidirectional_LNN,0.0014806617982685566,0.002769886050373316,-0.0012892242521047592,0,26
BiLSTM,0.0014806617982685566,0.002847780007869005,-0.0013671182096004486,0,26
Hybrid_BiLNN_BiLSTM,0.0014806617982685566,0.0029506785795092583,-0.0014700167812407017,0,26
