model,trajectory_rmse_before,trajectory_rmse_after,rmse_improvement,missing_segment_start,missing_segment_end
Bidirectional_LNN,0.008716469630599022,0.012395474128425121,-0.0036790044978260994,8,29
BiLSTM,0.008716469630599022,0.011597294360399246,-0.0028808247298002243,8,29
Hybrid_BiLNN_BiLSTM,0.008716469630599022,0.01094342116266489,-0.0022269515320658684,8,29
