model,trajectory_rmse_before,trajectory_rmse_after,rmse_improvement,missing_segment_start,missing_segment_end
Bidirectional_LNN,0.0007444333168677986,0.0019543454982340336,-0.001209912181366235,8,28
BiLSTM,0.0007444333168677986,0.0022835880517959595,-0.001539154734928161,8,28
Hybrid_BiLNN_BiLSTM,0.0007444333168677986,0.0016796478303149343,-0.0009352145134471357,8,28
