model,num_params,param_size_mb,best_epoch,best_val_loss,best_val_rmse_missing,best_val_mse_all,test_rmse_missing,test_mse_all,test_ate,test_rte,train_time_sec,checkpoint_reused
Bidirectional_LNN,415564,1.5853,20,0.0512232175989588,0.209792796580285,0.022912711438368837,0.16401084220119974,0.011167051910143621,0.019375146370557695,0.051124268687223445,84864.81,
BiLSTM,173228,0.6608,20,0.04796706565982696,0.20341773229347146,0.03397995741495626,0.16771380427804364,0.01198724039491945,0.019389399172640112,0.051148441494427245,41087.27,
Hybrid_BiLNN_BiLSTM,591244,2.2554,20,0.04763090272085413,0.20210049720239762,0.020681593317337637,0.1528480170573306,0.009708995972711134,0.019393068198982226,0.05117072502721751,50591.91,
