model,epoch,train_loss,val_loss,val_mse_all,val_mse_masked
LNN_only,1,0.5601682229075738,0.42971673822369344,0.3280800101018939,0.42971673822369344
LNN_only,2,0.29098331162258634,0.3346258609833152,0.24320075453638218,0.3346258609833152
LNN_only,3,0.19831421421592238,0.21909209431365834,0.1905482081813601,0.21909209431365834
LNN_only,4,0.14209397547297895,0.17241280352897304,0.15405976639282443,0.17241280352897304
LNN_only,5,0.1214201710457377,0.15343440834424368,0.1327566683978701,0.15343440834424368
LNN_only,6,0.11155920406478914,0.14375096927922984,0.10953777849072643,0.14375096927922984
LNN_only,7,0.10457784225944915,0.1343065864138921,0.09898061002798836,0.1343065864138921
LNN_only,8,0.09987523011231628,0.1299671541208894,0.09128517360610773,0.1299671541208894
LNN_only,9,0.09649128645447959,0.1228586646028843,0.08841608430472872,0.1228586646028843
LNN_only,10,0.09380058706379854,0.1214621520772085,0.08582849686342582,0.1214621520772085
LNN_only,11,0.09096781855487093,0.11897226737072893,0.08274488337832228,0.11897226737072893
LNN_only,12,0.08941571731558962,0.11826730751145809,0.08161495141317847,0.11826730751145809
LNN_only,13,0.08772003003564229,0.11675636884258599,0.08085093048554397,0.11675636884258599
LNN_only,14,0.08627551991369697,0.11527135846444418,0.08259971621654606,0.11527135846444418
LNN_only,15,0.08550160942859421,0.11550076388954478,0.08015063531884614,0.11550076388954478
LNN_only,16,0.08385089561167748,0.11238712610477769,0.07435680582301749,0.11238712610477769
LNN_only,17,0.08322074256568351,0.11308899915415632,0.07764491640346251,0.11308899915415632
LNN_only,18,0.08184978247969595,0.11039931302780033,0.07682864042669761,0.11039931302780033
LNN_only,19,0.0809774484394741,0.11004153015589803,0.07390177492094682,0.11004153015589803
LNN_only,20,0.08006768630352602,0.10869697438958267,0.07193194859476874,0.10869697438958267
LNN_only,21,0.07859910045526747,0.1082953064177479,0.07421236611772794,0.1082953064177479
LNN_only,22,0.07851156458942866,0.10535807376642732,0.06903682175001315,0.10535807376642732
LNN_only,23,0.077537499356202,0.10538298919866845,0.0699433562295671,0.10538298919866845
LNN_only,24,0.07765583997969537,0.10565852741636703,0.070900758419827,0.10565852741636703
LNN_only,25,0.07653528952319029,0.10488870353630368,0.0685669387845355,0.10488870353630368
LNN_only,26,0.07629159290045266,0.10324829632195363,0.06792008253753501,0.10324829632195363
LNN_only,27,0.07547856370305855,0.10340404021227133,0.06860477491080694,0.10340404021227133
LNN_only,28,0.07574210004468727,0.10332000182469893,0.06859873135950503,0.10332000182469893
LNN_only,29,0.07477271595598436,0.103042667365186,0.06821112124598144,0.103042667365186
LNN_only,30,0.07548244530905267,0.10302342192716106,0.06791083891032274,0.10302342192716106
LSTM_only,1,0.26811997660171105,0.2116418615166434,0.2014484947319252,0.2116418615166434
LSTM_only,2,0.1291488283715873,0.12479452305763587,0.09619558185100319,0.12479452305763587
LSTM_only,3,0.07288065502329422,0.07254768570428227,0.04677986434499865,0.07254768570428227
LSTM_only,4,0.052102924953251376,0.056168567787303704,0.04004546682865071,0.056168567787303704
LSTM_only,5,0.04279321614737671,0.04951087671344065,0.05710103076005706,0.04951087671344065
LSTM_only,6,0.03692186226705718,0.03964782404110338,0.10151433542835399,0.03964782404110338
LSTM_only,7,0.03161095210060103,0.03307427197732377,0.15614764113455779,0.03307427197732377
LSTM_only,8,0.02801923938826592,0.028166919667591498,0.18167106108828232,0.028166919667591498
LSTM_only,9,0.025809177135817672,0.02715026964013372,0.19953662703566427,0.02715026964013372
LSTM_only,10,0.023657427512378294,0.026479976521224177,0.2009122663984602,0.026479976521224177
LSTM_only,11,0.02237263049402536,0.02610947532995715,0.19499237161151603,0.02610947532995715
LSTM_only,12,0.021330605651613096,0.022799176939029157,0.1814132200310768,0.022799176939029157
LSTM_only,13,0.020322137511023897,0.022823892293049205,0.18751900975074876,0.022823892293049205
LSTM_only,14,0.019532189651624867,0.022149726456280803,0.17366711794853443,0.022149726456280803
LSTM_only,15,0.019043359950658523,0.021244456330218958,0.17069050627022733,0.021244456330218958
LSTM_only,16,0.01830762392757943,0.0214017042190287,0.17448465568433608,0.0214017042190287
LSTM_only,17,0.01779938242222757,0.021242858275031168,0.16305270361526247,0.021242858275031168
LSTM_only,18,0.01696302312290299,0.01974767109917472,0.1591104023215743,0.01974767109917472
LSTM_only,19,0.01651065224084237,0.019174775744433895,0.15351976248028973,0.019174775744433895
LSTM_only,20,0.015990887521627233,0.019023232630727083,0.14708704663912955,0.019023232630727083
LSTM_only,21,0.015407267135817972,0.01858719745380811,0.15020155204990293,0.01858719745380811
LSTM_only,22,0.015165331327755537,0.017623835094477854,0.1415082022351431,0.017623835094477854
LSTM_only,23,0.014726366621867595,0.017681820287829556,0.13503236035566418,0.017681820287829556
LSTM_only,24,0.014475050595043639,0.017109405650500238,0.13117635114100099,0.017109405650500238
LSTM_only,25,0.014098504123101055,0.01687881881998671,0.12858854248852153,0.01687881881998671
LSTM_only,26,0.013829558732988112,0.016629910516358277,0.12716192991220004,0.016629910516358277
LSTM_only,27,0.013682003799983808,0.016584176166342123,0.12612595973173446,0.016584176166342123
LSTM_only,28,0.013599344879151957,0.01648650287579123,0.12572616147593377,0.01648650287579123
LSTM_only,29,0.013545727368526078,0.01636712995511693,0.1248781902331102,0.01636712995511693
LSTM_only,30,0.013498700872864837,0.016355683633070803,0.1246462368060022,0.016355683633070803
Hybrid_LNN_LSTM,1,0.27471476403098655,0.20983735322715732,0.2001670752021811,0.20983735322715732
Hybrid_LNN_LSTM,2,0.1287418425720612,0.1223647290832978,0.09258535072995439,0.1223647290832978
Hybrid_LNN_LSTM,3,0.07289568796941025,0.07399196244993016,0.04861266554158161,0.07399196244993016
Hybrid_LNN_LSTM,4,0.051307768166193875,0.054672626190669864,0.041343050793878074,0.054672626190669864
Hybrid_LNN_LSTM,5,0.041852710954844954,0.046329010685925584,0.06065263463413008,0.046329010685925584
Hybrid_LNN_LSTM,6,0.03606079677807012,0.039439929217994045,0.12307942218243952,0.039439929217994045
Hybrid_LNN_LSTM,7,0.031012584427093832,0.032284105810268984,0.16880738586550995,0.032284105810268984
Hybrid_LNN_LSTM,8,0.027647840923496654,0.028327677034405065,0.18270069480060944,0.028327677034405065
Hybrid_LNN_LSTM,9,0.025836996385298402,0.02875296585094127,0.20208685849178964,0.02875296585094127
Hybrid_LNN_LSTM,10,0.023709171730805674,0.026067657607007022,0.20307743901664346,0.026067657607007022
Hybrid_LNN_LSTM,11,0.022475383065939183,0.02525946848094287,0.19635630973157212,0.02525946848094287
Hybrid_LNN_LSTM,12,0.02134646921772422,0.021940151167277266,0.1930900482080278,0.021940151167277266
Hybrid_LNN_LSTM,13,0.020379690592158207,0.021957195697717157,0.18750637662886493,0.021957195697717157
Hybrid_LNN_LSTM,14,0.01957600720525022,0.02170817461994514,0.17956229593301895,0.02170817461994514
Hybrid_LNN_LSTM,15,0.019069915325885266,0.020420147874136613,0.1696961041629227,0.020420147874136613
Hybrid_LNN_LSTM,16,0.018271544896463866,0.020800012679169713,0.17534778023017197,0.020800012679169713
Hybrid_LNN_LSTM,17,0.017818174297004656,0.02003917251357885,0.16273539817706315,0.02003917251357885
Hybrid_LNN_LSTM,18,0.017010183376662165,0.019058289749128956,0.16506527612953842,0.019058289749128956
Hybrid_LNN_LSTM,19,0.01654347621015561,0.01872587107469072,0.15422001759782208,0.01872587107469072
Hybrid_LNN_LSTM,20,0.016125279689190128,0.018489712966182195,0.14681870473984424,0.018489712966182195
Hybrid_LNN_LSTM,21,0.015448341576829904,0.017995972504284672,0.14491720941751612,0.017995972504284672
Hybrid_LNN_LSTM,22,0.015231883849252711,0.017183349039442655,0.14193263040979798,0.017183349039442655
Hybrid_LNN_LSTM,23,0.014801894592302536,0.016988947018612935,0.1382944149454495,0.016988947018612935
Hybrid_LNN_LSTM,24,0.014513609487800222,0.016531490050317153,0.13291202868046162,0.016531490050317153
Hybrid_LNN_LSTM,25,0.014135948443870108,0.016468742429405003,0.13128604793999135,0.016468742429405003
Hybrid_LNN_LSTM,26,0.013951540422396299,0.016237264066526647,0.12892770487585664,0.016237264066526647
Hybrid_LNN_LSTM,27,0.013721587995046771,0.016188292914423495,0.1266946438016826,0.016188292914423495
Hybrid_LNN_LSTM,28,0.013728141507244957,0.01598771861708683,0.1262170984877529,0.01598771861708683
Hybrid_LNN_LSTM,29,0.0135911248728861,0.01590398083434075,0.12594505348045115,0.01590398083434075
Hybrid_LNN_LSTM,30,0.0135712342732257,0.01589932561207473,0.1256680086427534,0.01589932561207473
