model,epoch,train_loss,val_loss,val_rmse_missing,val_mse_missing,val_mse_all
Bidirectional_LNN,18,0.013801557043862146,0.051600118236160245,0.21097202459108952,0.051600118236160245,0.05395053515798555
Bidirectional_LNN,19,0.013365772871026404,0.050650995778441045,0.20907408476763747,0.050650995778441045,0.05299135552421562
Bidirectional_LNN,20,0.013286875120106276,0.05052497368511005,0.20882575302698453,0.05052497368511005,0.0528413933467173
BiLSTM,1,0.07915037402896229,0.23092223149078894,0.44057718605054014,0.23092223149078894,0.20860625099127755
BiLSTM,2,0.042718832655244066,0.14464329212612637,0.35192610920826695,0.14464329212612637,0.18884460771169242
BiLSTM,3,0.03366872609759437,0.12577353797323998,0.32913790742138044,0.12577353797323998,0.19320374694971038
BiLSTM,4,0.02997029650299244,0.10358605164400582,0.2991953937510521,0.10358605164400582,0.17779892024671878
BiLSTM,5,0.0272202918834486,0.10139379572497868,0.2956357973970357,0.10139379572497868,0.16342312102322165
BiLSTM,6,0.025800820732860233,0.09504965526459574,0.2857662802996413,0.09504965526459574,0.12220542218635363
BiLSTM,7,0.023823422960372355,0.07937509654535564,0.2619204512010739,0.07937509654535564,0.11972856899692347
BiLSTM,8,0.02174905635510075,0.07362336426906389,0.25232998149981,0.07362336426906389,0.11487653196786007
BiLSTM,9,0.021686018655668493,0.06769466970747438,0.24221005766058987,0.06769466970747438,0.11313624262741594
BiLSTM,10,0.01963801103311963,0.06704667518280297,0.2409634038304109,0.06704667518280297,0.10575162738647886
BiLSTM,11,0.018975003356593835,0.06167528214092352,0.23139511162675724,0.06167528214092352,0.10567307135363477
BiLSTM,12,0.017861915783707497,0.06032250642714964,0.22814412031399925,0.06032250642714964,0.10136747971575809
BiLSTM,13,0.01713926985883807,0.05875721218989115,0.22543103942753737,0.05875721218989115,0.09964214705998124
BiLSTM,14,0.01630324395649542,0.052715360496731214,0.21426582157882076,0.052715360496731214,0.09304795438359513
BiLSTM,15,0.015580660031420814,0.052106495474650974,0.21273026360111996,0.052106495474650974,0.09152622830917108
BiLSTM,16,0.015059269008552546,0.050099193140679794,0.2086501106031123,0.050099193140679794,0.09073839407055904
BiLSTM,17,0.01458391080467383,0.0488443931273952,0.20626382350709307,0.0488443931273952,0.08963672838739598
BiLSTM,18,0.014229357510706666,0.04808572037061049,0.2046466629730219,0.04808572037061049,0.08973611915487689
BiLSTM,19,0.014076718357764294,0.04744733813510715,0.2033890382787261,0.04744733813510715,0.08813163265412483
BiLSTM,20,0.014024441095167515,0.04739871567101314,0.20329897571837655,0.04739871567101314,0.08806994279816088
Hybrid_BiLNN_BiLSTM,1,0.058510654361942506,0.17015633420639314,0.37992610123703363,0.17015633420639314,0.23117105867627735
Hybrid_BiLNN_BiLSTM,2,0.03510925422338813,0.11730069580603719,0.31803881007348006,0.11730069580603719,0.1673390844048464
Hybrid_BiLNN_BiLSTM,3,0.02948123567928582,0.1055823446684541,0.30169698354725394,0.1055823446684541,0.13315768920788734
Hybrid_BiLNN_BiLSTM,4,0.02593080909780192,0.08599043790165967,0.2722313956265854,0.08599043790165967,0.11372257570643822
Hybrid_BiLNN_BiLSTM,5,0.024483522600858804,0.10223047828381408,0.29487391938624297,0.10223047828381408,0.11382007864792469
Hybrid_BiLNN_BiLSTM,6,0.024208308669747176,0.0816995141701411,0.2648199056830122,0.0816995141701411,0.09414520198789937
Hybrid_BiLNN_BiLSTM,7,0.022497774984836624,0.076216811753497,0.25542815472119984,0.076216811753497,0.08848251890779564
Hybrid_BiLNN_BiLSTM,8,0.021012790655544806,0.08191038061378504,0.262347492008166,0.08191038061378504,0.08760201084394964
Hybrid_BiLNN_BiLSTM,9,0.021055913716065043,0.07222139394261218,0.2486700767294113,0.07222139394261218,0.080687091816271
Hybrid_BiLNN_BiLSTM,10,0.01909253026536126,0.06929703696448129,0.24171977352659782,0.06929703696448129,0.07733144576451982
Hybrid_BiLNN_BiLSTM,11,0.018663117841523136,0.0682750374897277,0.24143880478304286,0.0682750374897277,0.07849637063617042
Hybrid_BiLNN_BiLSTM,12,0.01728619873158146,0.06608074093014339,0.236088605385293,0.06608074093014339,0.08119877028053414
Hybrid_BiLNN_BiLSTM,13,0.016217146748943454,0.05949685164972165,0.22558903586061507,0.05949685164972165,0.06849468641472893
Hybrid_BiLNN_BiLSTM,14,0.015432944339885003,0.054106296624456304,0.21552277048036378,0.054106296624456304,0.0650818833087238
Hybrid_BiLNN_BiLSTM,15,0.014392352990126651,0.053980597776362015,0.21500251339893267,0.053980597776362015,0.06505812331249966
Hybrid_BiLNN_BiLSTM,16,0.013790086485123454,0.05115620120488218,0.20928729975045962,0.05115620120488218,0.060820744575123147
Hybrid_BiLNN_BiLSTM,17,0.013068932733497426,0.04893370759233089,0.20512946456226813,0.04893370759233089,0.060879733671924015
Hybrid_BiLNN_BiLSTM,18,0.012702377566362723,0.04747941762186621,0.20196178201296477,0.04747941762186621,0.06109712632096112
Hybrid_BiLNN_BiLSTM,19,0.012374074679402804,0.04676749616610417,0.20058532219881992,0.04676749616610417,0.05974704774284803
Hybrid_BiLNN_BiLSTM,20,0.012188849065895627,0.046707977282475686,0.20048030594199742,0.046707977282475686,0.059888926436467135
