model,hidden_units,epoch,train_loss,val_loss,val_mse_all,val_mse_masked
transformer,32,27,0.1235661158692004,0.13080121085944094,0.33164143049701134,0.13080121085944094
transformer,32,28,0.12332191876306826,0.12996386890345513,0.3333895958083102,0.12996386890345513
transformer,32,29,0.12200035025282314,0.1294692781428334,0.33167604313085847,0.1294692781428334
transformer,32,30,0.12196756510277465,0.12925044647384423,0.3314639461721725,0.12925044647384423
transformer,64,1,0.7231300474055333,0.6204844262229223,0.4970125608920057,0.6204844262229223
transformer,64,2,0.47642727075042307,0.4380607638215763,0.4254241290405517,0.4380607638215763
transformer,64,3,0.33820503458404094,0.3116617198042159,0.32552567934455,0.3116617198042159
transformer,64,4,0.2687287441462138,0.2699895895014208,0.29630267028548557,0.2699895895014208
transformer,64,5,0.23783133677682097,0.24653194694327216,0.2905424233678505,0.24653194694327216
transformer,64,6,0.22151022027341688,0.22334490563555243,0.2784928424563471,0.22334490563555243
transformer,64,7,0.20743982432003671,0.20380749232386372,0.29711928174367075,0.20380749232386372
transformer,64,8,0.1964870815596644,0.21443674110449495,0.29275365776104895,0.21443674110449495
transformer,64,9,0.18438583615073698,0.1898995645692356,0.2911082414897488,0.1898995645692356
transformer,64,10,0.17552686696886735,0.18000843330431895,0.2832242114366321,0.18000843330431895
transformer,64,11,0.16825014612282183,0.16813683318496003,0.2991840727348375,0.16813683318496003
transformer,64,12,0.1638240627769024,0.16559919981791485,0.2842323918737912,0.16559919981791485
transformer,64,13,0.15881705587873093,0.15970590852615454,0.2783516856814912,0.15970590852615454
transformer,64,14,0.1558795031353106,0.1577477930996276,0.26527445346407924,0.1577477930996276
transformer,64,15,0.1507221554655997,0.15704323413571408,0.28488029747455745,0.15704323413571408
transformer,64,16,0.1467014949809719,0.14819369990826275,0.24705255107348326,0.14819369990826275
transformer,64,17,0.14268880197822206,0.14836997350775288,0.2503178731165544,0.14836997350775288
transformer,64,18,0.1384220378306728,0.1491118329192333,0.2548732683401473,0.1491118329192333
transformer,64,19,0.1344751329235791,0.1388760102281546,0.25429151175364323,0.1388760102281546
transformer,64,20,0.13115649270814853,0.1340129604670618,0.24272252509258885,0.1340129604670618
transformer,64,21,0.1274238601180738,0.13154622863916718,0.22962786073968028,0.13154622863916718
transformer,64,22,0.12420504279142272,0.12774228880099298,0.2301151628526234,0.12774228880099298
transformer,64,23,0.12084733346181818,0.12194352256807756,0.22037864741717464,0.12194352256807756
transformer,64,24,0.11798598081212684,0.12059296612298417,0.21565756769716696,0.12059296612298417
transformer,64,25,0.11564182945332685,0.11778832604269086,0.21566643194917526,0.11778832604269086
transformer,64,26,0.11314759508500481,0.1151260437577655,0.21183573453135682,0.1151260437577655
transformer,64,27,0.11186471092375799,0.11371781142291537,0.20879889449699188,0.11371781142291537
transformer,64,28,0.1100165785394106,0.11236472202189919,0.20901643435475703,0.11236472202189919
transformer,64,29,0.1093295820607121,0.11168187624249548,0.20820977439548907,0.11168187624249548
transformer,64,30,0.10907098994980707,0.11144923013495528,0.2080108371102184,0.11144923013495528
transformer,128,1,0.5885147243223534,0.46206465254854084,0.42140461756707287,0.46206465254854084
transformer,128,2,0.35195042463823617,0.3378905878418886,0.3260332833780675,0.3378905878418886
transformer,128,3,0.25873220304679273,0.2726264090513439,0.28964301468161946,0.2726264090513439
transformer,128,4,0.22259292913779172,0.22893500406262582,0.2566009881052558,0.22893500406262582
transformer,128,5,0.2041046259027074,0.21924276983469917,0.24280403684217475,0.21924276983469917
transformer,128,6,0.1929093011285016,0.21696720291931715,0.26974634721894963,0.21696720291931715
transformer,128,7,0.18327866366463516,0.20060827945188886,0.27274622589524855,0.20060827945188886
transformer,128,8,0.1733052192498554,0.20602178984971956,0.32446413428520526,0.20602178984971956
transformer,128,9,0.1658536712944601,0.17187876533187355,0.2584236243936015,0.17187876533187355
transformer,128,10,0.15702126277391354,0.16003098085394143,0.24911313694834686,0.16003098085394143
transformer,128,11,0.1492124207896799,0.15814823680151313,0.2417351089038768,0.15814823680151313
transformer,128,12,0.1430815237727794,0.16673891149303108,0.23737442891880972,0.16673891149303108
transformer,128,13,0.1381559565996684,0.15190158583297253,0.2112758083260527,0.15190158583297253
transformer,128,14,0.13293555302829066,0.13961613545663107,0.21358206844447325,0.13961613545663107
transformer,128,15,0.12880200851925033,0.13610324160308154,0.20961574353793122,0.13610324160308154
transformer,128,16,0.12389547680760478,0.1297703545093621,0.20378782432752296,0.1297703545093621
transformer,128,17,0.11991718273077692,0.11850023464461432,0.16779406494415106,0.11850023464461432
transformer,128,18,0.115727221888009,0.1241760753660722,0.182663098087081,0.1241760753660722
transformer,128,19,0.11120731022612454,0.11408422989989656,0.16597720680982891,0.11408422989989656
transformer,128,20,0.10724492645244958,0.11207218876957944,0.15800974950818536,0.11207218876957944
transformer,128,21,0.10459610650394831,0.10420958211075676,0.15185488743913714,0.10420958211075676
transformer,128,22,0.10080680580490986,0.10360717537023488,0.1622996164056514,0.10360717537023488
transformer,128,23,0.09730946847809306,0.09830929904150931,0.14641473483480655,0.09830929904150931
transformer,128,24,0.09434264409597057,0.09524265565122869,0.14250262753319184,0.09524265565122869
transformer,128,25,0.09163564239925408,0.09150208210880806,0.14029817843994719,0.09150208210880806
transformer,128,26,0.08987561682651471,0.08979148831237192,0.13863029218560552,0.08979148831237192
transformer,128,27,0.08761053323465015,0.08834969410024954,0.1360020982260428,0.08834969410024954
transformer,128,28,0.08657297430182785,0.08649108740859443,0.13201803773171336,0.08649108740859443
transformer,128,29,0.08623822370932979,0.08622518048536632,0.1325714514616219,0.08622518048536632
transformer,128,30,0.08563161103473026,0.08613023297147016,0.132473898579531,0.08613023297147016
transformer,256,1,0.47227337513136525,0.37098889914005884,0.335002754430814,0.37098889914005884
transformer,256,2,0.27184337468311964,0.27720587371676947,0.2616267309695697,0.27720587371676947
transformer,256,3,0.22260311011874134,0.24546957758013116,0.2560332525772882,0.24546957758013116
transformer,256,4,0.2060716974503672,0.25709251862639243,0.3056336141398305,0.25709251862639243
transformer,256,5,0.19719888000768057,0.21691984653690374,0.22286105840456324,0.21691984653690374
transformer,256,6,0.18659503918310724,0.20751321959606542,0.2569579500436692,0.20751321959606542
transformer,256,7,0.17445088164819467,0.18787771357164082,0.23602793476642467,0.18787771357164082
transformer,256,8,0.1667911848407151,0.18084913662156774,0.23838260783542053,0.18084913662156774
transformer,256,9,0.1566329292648909,0.1624825181327605,0.21166322248302247,0.1624825181327605
transformer,256,10,0.14801607651393306,0.14875958527108601,0.2077778276971134,0.14875958527108601
transformer,256,11,0.13950833788542208,0.14509025153508404,0.1838959356758622,0.14509025153508404
transformer,256,12,0.13400944998163256,0.1443838576021533,0.17636544078339944,0.1443838576021533
transformer,256,13,0.12664869651724722,0.12882019286051002,0.15998226660180206,0.12882019286051002
transformer,256,14,0.12323756542355056,0.12989344765694136,0.16536924961588603,0.12989344765694136
transformer,256,15,0.11814537950889376,0.11895563018506844,0.1446559862240759,0.11895563018506844
transformer,256,16,0.11394204828870633,0.11850348093855485,0.14856468422064406,0.11850348093855485
transformer,256,17,0.1086766170136034,0.11965782726109395,0.14162595489488136,0.11965782726109395
transformer,256,18,0.10441890320853217,0.10762722746728919,0.12905741310371277,0.10762722746728919
transformer,256,19,0.10067264620606528,0.10166676293679396,0.12793047269389676,0.10166676293679396
transformer,256,20,0.09631720103873188,0.09538812564023635,0.12254592657253044,0.09538812564023635
transformer,256,21,0.09291127856288638,0.09273399347478242,0.11637505816883204,0.09273399347478242
transformer,256,22,0.08915987274078783,0.08923996077078007,0.11624456360057799,0.08923996077078007
transformer,256,23,0.08591403067842991,0.08750177217083273,0.10766834597448571,0.08750177217083273
transformer,256,24,0.08305741963583502,0.08409542777968135,0.1062870268414109,0.08409542777968135
transformer,256,25,0.08019516479685973,0.07824976868338607,0.09701762536019538,0.07824976868338607
transformer,256,26,0.07779963783089369,0.07684784210633015,0.09486730237314202,0.07684784210633015
transformer,256,27,0.0758050905195543,0.0758081805852395,0.09521015356255977,0.0758081805852395
transformer,256,28,0.07421046941829158,0.07418319385174317,0.09341860598926181,0.07418319385174317
transformer,256,29,0.07335667138132654,0.07353354623549002,0.09230101137359184,0.07353354623549002
transformer,256,30,0.07314825862956056,0.07321009895403484,0.09214985353760619,0.07321009895403484
