drift_scale,epoch,train_loss,val_loss,val_mse_all,val_mse_masked
0.005,30,-3.7038888615379153,-3.3883943309989095,0.139749174081128,0.09640503902986668
0.01,1,-0.05419534137677953,-0.28561229889559864,0.3128432654765088,0.42209346335553555
0.01,2,-0.905411150733161,-0.9137754089238194,0.20817125551091892,0.3068800771561641
0.01,3,-1.6935037034319558,-1.6605331178399674,0.14030222556962602,0.20596010940378198
0.01,4,-2.2458031630403767,-2.1688392287214837,0.160959337545676,0.1677160623184687
0.01,5,-2.494902101790699,-2.358175596393153,0.191149850673211,0.1477626752762521
0.01,6,-2.646972074445039,-2.5364057228669603,0.2063319277031724,0.132387415654576
0.01,7,-2.756739776082091,-2.6012979984633664,0.21575598704358218,0.12541506793830118
0.01,8,-2.842367965160771,-2.7306142853427513,0.21524377372200582,0.11789157531429661
0.01,9,-2.906713090960983,-2.778537785932365,0.21194037912241193,0.11369779749407692
0.01,10,-2.967647281396707,-2.8265915832639736,0.20082481123946205,0.11249277289415596
0.01,11,-3.009640411754231,-2.8371104918550234,0.189506883985752,0.1086771911438385
0.01,12,-3.0447206781273546,-2.882173543743693,0.19029607771316132,0.10864954218363716
0.01,13,-3.077896915649881,-2.933378807415196,0.1823472896583062,0.1056276756466576
0.01,14,-3.1046578197314565,-2.9640759760295015,0.18024521018184264,0.10382759539416474
0.01,15,-3.1267825340363817,-2.987023824294203,0.17555521870592583,0.10261963608410277
0.01,16,-3.149942572449964,-3.0268847795826095,0.17550438591593295,0.10222229099789404
0.01,17,-3.165365637602574,-3.039252500571565,0.17410052471869739,0.10094950057859543
0.01,18,-3.186342771872995,-3.0358398560081716,0.17530099185144105,0.10088956486806203
0.01,19,-3.2029503133832193,-3.060627762129399,0.1677412571275354,0.09884165223441464
0.01,20,-3.2216599557238808,-3.088227321583724,0.16808296301330838,0.09839022992577028
0.01,21,-3.237362750995103,-3.088400174680761,0.1666829755483513,0.09780553230059766
0.01,22,-3.2509819058458698,-3.1242095718415874,0.16485420974441736,0.09766508988325412
0.01,23,-3.268225664471158,-3.1579122829721946,0.16451074846404504,0.09669745085253278
0.01,24,-3.278658049147769,-3.141547535826439,0.16174780710288228,0.09616271621652493
0.01,25,-3.2918387478524513,-3.1611653381084475,0.16308131651003888,0.09622976801836887
0.01,26,-3.2998326932990945,-3.16975239347144,0.16309445483787965,0.09583071668556778
0.01,27,-3.3093957068220226,-3.175069211757127,0.16094914269389993,0.09550140210719663
0.01,28,-3.3149443616298155,-3.1834283077395984,0.16088160036810992,0.09521246517518037
0.01,29,-3.31951535414302,-3.184433124736347,0.16095426029344234,0.09520564116161583
0.01,30,-3.3210689981092276,-3.184042434755309,0.16102744671540833,0.09520879547094745
0.02,1,-0.02520765545432947,-0.2744250906179193,0.312445219133086,0.42306702883724884
0.02,2,-0.8211735043415925,-0.863296926716714,0.20718314325672782,0.30668701725560743
0.02,3,-1.4897253671892023,-1.6072259578716865,0.1415250067344222,0.20276023371221386
0.02,4,-1.915365362981425,-1.9779798307498795,0.16394110068176126,0.16541667924516068
0.02,5,-2.1089660137002846,-2.187107592838067,0.19493481717541972,0.14457615984249308
0.02,6,-2.227565059491566,-2.3297716694586743,0.2204493287787649,0.1311369434165344
0.02,7,-2.311200344637387,-2.3659617271305398,0.233141110578751,0.12608777353461686
0.02,8,-2.3749838677081434,-2.4382708307194654,0.2324646896385419,0.11833343106121463
0.02,9,-2.422999231519654,-2.4788903310666197,0.23207146273339851,0.114353682614942
0.02,10,-2.4697818937818146,-2.5184514031458116,0.2207433306679152,0.1117214767127831
0.02,11,-2.5019693291542855,-2.5489099490610916,0.21096620374020977,0.10931620972391311
0.02,12,-2.5297585163423366,-2.587450383444281,0.20605298818404685,0.10860279276564581
0.02,13,-2.555809870095605,-2.618549041873673,0.19796109422893066,0.10643056649598205
0.02,14,-2.5753643737857344,-2.6196093799220153,0.19758528248347637,0.10569811666074017
0.02,15,-2.59260753091875,-2.647989597315586,0.18929339482302837,0.10357654351754138
0.02,16,-2.6114115592449014,-2.6798150796751075,0.19120881659486433,0.10400048525999721
0.02,17,-2.623559028686871,-2.6857038294166395,0.18712429526096763,0.1017957248201084
0.02,18,-2.6402048054070826,-2.676753051076268,0.1872340804213055,0.10255824010557946
0.02,19,-2.6540755184142144,-2.702879454508435,0.1787109687459077,0.10097608350604276
0.02,20,-2.668141311809444,-2.724328024966686,0.1793117503830817,0.09998466116310908
0.02,21,-2.681040620897404,-2.7249613923781113,0.17541763070992664,0.09961198230065374
0.02,22,-2.691267193860873,-2.7571816158009987,0.17395551846690271,0.09853301098721329
0.02,23,-2.7064941696881126,-2.7792562408891026,0.17434766397785348,0.09854677838558956
0.02,24,-2.7142373914621314,-2.761150498296204,0.1704986808146191,0.09778585165020268
0.02,25,-2.7251250266654523,-2.7803055870772493,0.17118419981063812,0.0978067660163396
0.02,26,-2.7318056789821883,-2.781704978332477,0.17176455305942204,0.09764423315567575
0.02,27,-2.739664083223328,-2.786906261030243,0.16944561594810514,0.09719282585436971
0.02,28,-2.744489764381241,-2.794937775596705,0.16977822489526695,0.09689844493202404
0.02,29,-2.747442485698538,-2.7935274870384137,0.1694884041041472,0.09701782750000032
0.02,30,-2.748106694782922,-2.7942834770203855,0.1695695233625205,0.09693663127883108
