segment_id,sample_index,gate_mean,lnn_bias,lstm_bias,gate_std,missing_ratio
1,0,0.05470038950443268,0.05470038950443268,0.9452996104955673,0.018675735220313072,0.9666666666666667
2,3043,0.061916351318359375,0.061916351318359375,0.9380836486816406,0.021265532821416855,0.9
3,6086,0.05609484389424324,0.05609484389424324,0.9439051561057568,0.017616061493754387,0.8666666666666667
4,9129,0.08935346454381943,0.08935346454381943,0.9106465354561806,0.024262621998786926,0.9333333333333333
5,12172,0.06185207515954971,0.06185207515954971,0.9381479248404503,0.019422274082899094,0.9666666666666667
