model,seq_len,epoch,train_loss,val_loss,val_mse_all,val_mse_masked
gru,100,12,0.06340334623726684,0.09431162952376199,0.05371744629795549,0.09431162952376199
gru,100,13,0.061539799992628264,0.09566526575938251,0.055835583524238626,0.09566526575938251
gru,100,14,0.06030401642903325,0.09260013036653174,0.052931548013565255,0.09260013036653174
gru,100,15,0.058974402178075376,0.09152241053670215,0.05365404942990118,0.09152241053670215
gru,100,16,0.05816994538455218,0.09044514579150108,0.049305525311581194,0.09044514579150108
gru,100,17,0.05687303666787311,0.08843938529290744,0.05069403209524266,0.08843938529290744
gru,100,18,0.05612973112143644,0.08745698341661683,0.047641253382199315,0.08745698341661683
gru,100,19,0.05456830481751382,0.08777326359434763,0.050137571202610844,0.08777326359434763
gru,100,20,0.05425276587788335,0.08439221032591301,0.04742763323775791,0.08439221032591301
gru,100,21,0.053442889106487125,0.08461122996808342,0.047422514155391206,0.08461122996808342
gru,100,22,0.05288103354630738,0.08353538372750324,0.04658352029870218,0.08353538372750324
gru,100,23,0.05230232705738123,0.08405055071556536,0.04633221210634876,0.08405055071556536
gru,100,24,0.05176655684184942,0.08234139525632576,0.04627032525913736,0.08234139525632576
gru,100,25,0.05123452587328802,0.08206761756075238,0.04745226819492164,0.08206761756075238
gru,100,26,0.05078820648573589,0.08138625345324281,0.046325224357740516,0.08138625345324281
gru,100,27,0.05053610279290061,0.08158496439411717,0.04633125950856493,0.08158496439411717
gru,100,28,0.05090393722724454,0.0810239448767489,0.04644222222713751,0.0810239448767489
gru,100,29,0.05037272699935665,0.08108271568538748,0.04635703923005458,0.08108271568538748
gru,100,30,0.05020793041660843,0.08102965002635011,0.04632571602822458,0.08102965002635011
gru,200,1,0.6334627327058509,0.4352555679197007,0.33006182438651477,0.4352555679197007
gru,200,2,0.3156125352602473,0.3735483581466334,0.3001974681590466,0.3735483581466334
gru,200,3,0.25445882002650155,0.31470066843990313,0.2643935918060661,0.31470066843990313
gru,200,4,0.1874707229740219,0.22009626923179917,0.2199078843020197,0.22009626923179917
gru,200,5,0.1251203937888558,0.1607047512980127,0.1566664392077633,0.1607047512980127
gru,200,6,0.09768411983449253,0.13682620067681586,0.104751606502975,0.13682620067681586
gru,200,7,0.08230606722542894,0.11831831570861912,0.08220879727900934,0.11831831570861912
gru,200,8,0.0727520880715475,0.10551520451156021,0.07270707505384295,0.10551520451156021
gru,200,9,0.0664879494306237,0.09921864304680231,0.061586883488057416,0.09921864304680231
gru,200,10,0.06264606556140678,0.09739491402095121,0.059177663499959336,0.09739491402095121
gru,200,11,0.059120926227657356,0.09223430547976476,0.057364178621875386,0.09223430547976476
gru,200,12,0.05751020574087688,0.08890113134876935,0.0574327994995725,0.08890113134876935
gru,200,13,0.0552282832654356,0.08792299543447951,0.0564003451783946,0.08792299543447951
gru,200,14,0.05373845275085891,0.08393636943155328,0.05614243609700522,0.08393636943155328
gru,200,15,0.052360164599412264,0.08168524162034224,0.05298203504771719,0.08168524162034224
gru,200,16,0.051234161058092656,0.08072855644279066,0.051386478611786135,0.08072855644279066
gru,200,17,0.04996856638799493,0.07950604751162615,0.05260427622832245,0.07950604751162615
gru,200,18,0.04856839346775024,0.07860105829511552,0.050667752750999204,0.07860105829511552
gru,200,19,0.04779181106964359,0.07880552237609961,0.05408365018722406,0.07880552237609961
gru,200,20,0.047455097013548754,0.07647975184034703,0.05131280489441426,0.07647975184034703
gru,200,21,0.04671745777453658,0.07667992587306036,0.0513995452939694,0.07667992587306036
gru,200,22,0.04592313422294553,0.07522088737654468,0.051757484220115516,0.07522088737654468
gru,200,23,0.04527992750837452,0.0743910948785537,0.04826308201890903,0.0743910948785537
gru,200,24,0.04529008795398823,0.0755551414136806,0.04917011886133068,0.0755551414136806
gru,200,25,0.04439335583449535,0.07412163244764176,0.049027115827013024,0.07412163244764176
gru,200,26,0.04420380004317675,0.07322917184523536,0.048048318935541214,0.07322917184523536
gru,200,27,0.04377602610580009,0.07309858800311174,0.04712914685806469,0.07309858800311174
gru,200,28,0.04342681226010515,0.07316097509863256,0.047216820737239436,0.07316097509863256
gru,200,29,0.04375395718598568,0.07295260788719976,0.047286298904443406,0.07295260788719976
gru,200,30,0.04350790210991929,0.07298441997256504,0.04737254505620358,0.07298441997256504
gru,300,1,0.7386669009247889,0.45890080792718824,0.3353714141399349,0.45890080792718824
gru,300,2,0.33098942162521844,0.38915561428761375,0.30934700019419464,0.38915561428761375
gru,300,3,0.2726884743441706,0.3382459195781516,0.269583688070785,0.3382459195781516
gru,300,4,0.2145863964533986,0.26206412023469194,0.23274497789879367,0.26206412023469194
gru,300,5,0.1453361138349332,0.18202296688676425,0.174803577584627,0.18202296688676425
gru,300,6,0.10722010812259126,0.1452321277837775,0.12719994921186198,0.1452321277837775
gru,300,7,0.08986855260605285,0.12530344852233585,0.09272408636805674,0.12530344852233585
gru,300,8,0.07772817785916797,0.1160990002662896,0.08045490873662849,0.1160990002662896
gru,300,9,0.06886388353355553,0.10662750329941376,0.06860272484282924,0.10662750329941376
gru,300,10,0.06386561334548635,0.09773516362388385,0.057903105792797865,0.09773516362388385
gru,300,11,0.05981708627496978,0.0978363502906746,0.055371844596718546,0.0978363502906746
gru,300,12,0.057216100866548956,0.08893868874877556,0.050542881474171054,0.08893868874877556
gru,300,13,0.05493621685716459,0.09272364619694072,0.05322830790237069,0.09272364619694072
gru,300,14,0.05316740030947446,0.08528938602877262,0.05011018747506348,0.08528938602877262
gru,300,15,0.05185590745152339,0.0851395653314106,0.05169339388285734,0.0851395653314106
gru,300,16,0.050409815765368016,0.08086373220669897,0.04602757043132907,0.08086373220669897
gru,300,17,0.04910530100113559,0.07961807339601049,0.04688891536262754,0.07961807339601049
gru,300,18,0.04785613188720775,0.07807581083738505,0.0455629584426273,0.07807581083738505
gru,300,19,0.04720112741599124,0.07714143482177224,0.0464257358288452,0.07714143482177224
gru,300,20,0.046193391273048175,0.07571285562887448,0.04333701554141496,0.07571285562887448
gru,300,21,0.04546647765171945,0.07653347709849817,0.04444530006225931,0.07653347709849817
gru,300,22,0.04481304178475658,0.07418322903805807,0.04188714518751864,0.07418322903805807
gru,300,23,0.04414975523441635,0.07351366628267586,0.04294680163995724,0.07351366628267586
gru,300,24,0.043694416355052945,0.07382831151371813,0.04318810376810701,0.07382831151371813
gru,300,25,0.04341695431993116,0.07262982971558016,0.04361853525722952,0.07262982971558016
gru,300,26,0.042852179832150894,0.07254750821654384,0.042526574503443285,0.07254750821654384
gru,300,27,0.042766733757010705,0.07218306381510545,0.04278030188235382,0.07218306381510545
gru,300,28,0.042393243706139026,0.07209140285594415,0.04244370844861552,0.07209140285594415
gru,300,29,0.042338960437854095,0.07186471921345007,0.04253520378970528,0.07186471921345007
gru,300,30,0.04238563474436732,0.07191360911958294,0.04272115125095463,0.07191360911958294
gru,500,1,0.9019572259784686,0.5623717629955015,0.40908409222846726,0.5623717629955015
gru,500,2,0.362101448985261,0.40684325048941694,0.31154213026734706,0.40684325048941694
gru,500,3,0.2951509198070891,0.36007902708672385,0.293913338134307,0.36007902708672385
gru,500,4,0.24603912413214432,0.3106356293304276,0.24810123580102703,0.3106356293304276
gru,500,5,0.18929113688956692,0.23251844402260452,0.21326727613465477,0.23251844402260452
gru,500,6,0.13227198740223195,0.17297174366375873,0.17272064459460382,0.17297174366375873
gru,500,7,0.10429506439356631,0.14778726735642847,0.1369768840097289,0.14778726735642847
gru,500,8,0.08957259135694488,0.12890182873447434,0.10807942363028308,0.12890182873447434
gru,500,9,0.07860532824956411,0.11247821783518973,0.08729903397100572,0.11247821783518973
gru,500,10,0.07073900976334514,0.10196678485465414,0.07515171932355139,0.10196678485465414
gru,500,11,0.0659495308041855,0.1002031956578939,0.06946839040984179,0.1002031956578939
gru,500,12,0.061387469912592266,0.0934460915426034,0.0646975064180962,0.0934460915426034
gru,500,13,0.05823604396498787,0.09170036532610427,0.05963487788067974,0.09170036532610427
gru,500,14,0.05611492287644183,0.08808604350583699,0.055975642965267636,0.08808604350583699
gru,500,15,0.053693675202145394,0.08361446661234812,0.05255025839930727,0.08361446661234812
gru,500,16,0.052820606454382954,0.08569766254029201,0.05396248526757455,0.08569766254029201
gru,500,17,0.05101869430092839,0.08093888858574948,0.049619710158187016,0.08093888858574948
gru,500,18,0.04944099515888363,0.07952141996387763,0.048285775590432053,0.07952141996387763
gru,500,19,0.04840752310274054,0.07709378164745014,0.04736228054033891,0.07709378164745014
gru,500,20,0.04741733068950463,0.07813880685005935,0.04923266975052712,0.07813880685005935
gru,500,21,0.0467072775849328,0.07527450784927106,0.0455985167241506,0.07527450784927106
gru,500,22,0.046026313168365994,0.07464171690112761,0.046016901958989734,0.07464171690112761
gru,500,23,0.04537971864791372,0.0737825884192272,0.0453720094621864,0.0737825884192272
gru,500,24,0.04491691112129892,0.07392351098984253,0.046912452419295564,0.07392351098984253
gru,500,25,0.04432339074993492,0.07280051480722792,0.04483927031339125,0.07280051480722792
gru,500,26,0.04399870347531768,0.07301183135909889,0.0460719361062382,0.07301183135909889
gru,500,27,0.04364577568125857,0.07243406956034307,0.045599417071362947,0.07243406956034307
gru,500,28,0.043518507706021996,0.07237153734926505,0.04528858081103509,0.07237153734926505
gru,500,29,0.04336985846537079,0.07212391736000094,0.045442960431216324,0.07212391736000094
gru,500,30,0.043175793195505276,0.07193015588319483,0.04506710190183789,0.07193015588319483
transformer,10,1,0.32482018973459176,0.3182014832427005,0.46052149714005874,0.3182014832427005
transformer,10,2,0.24477591867950516,0.2822769981719597,0.41622713738686773,0.2822769981719597
transformer,10,3,0.23062781145168285,0.2808095520797496,0.45454014324194464,0.2808095520797496
transformer,10,4,0.2308054900440286,0.29566017462823546,0.47296238866552365,0.29566017462823546
transformer,10,5,0.2339290345417931,0.2922463434383347,0.453050972064933,0.2922463434383347
transformer,10,6,0.2360083726089055,0.2926327285329785,0.44483285688871244,0.2926327285329785
transformer,10,7,0.2358689265814691,0.2865066762098231,0.43811896389396315,0.2865066762098231
transformer,10,8,0.23324697601259917,0.29214653813522845,0.4024038028166238,0.29214653813522845
transformer,10,9,0.22860388661976994,0.2833809800669723,0.3748462484876755,0.2833809800669723
transformer,10,10,0.2240166967250345,0.27637213803472005,0.3404406967820769,0.27637213803472005
transformer,10,11,0.21902541255857133,0.26898280456413004,0.34639557018496037,0.26898280456413004
transformer,10,12,0.2176599144692936,0.27100060052961283,0.3121029334663029,0.27100060052961283
transformer,10,13,0.21359716672816767,0.2796253895034508,0.3253402857833984,0.2796253895034508
transformer,10,14,0.21019961252025848,0.269190496205253,0.3032144754847287,0.269190496205253
transformer,10,15,0.20229010111809098,0.24238019552624918,0.2952312000312687,0.24238019552624918
transformer,10,16,0.15880708271738264,0.17272738781603775,0.21624986617822395,0.17272738781603775
transformer,10,17,0.13867611562282445,0.17344090957879965,0.2036462411826483,0.17344090957879965
transformer,10,18,0.1299898508829092,0.15676510845822317,0.18975859079357507,0.15676510845822317
transformer,10,19,0.12313253699936202,0.15117715680905391,0.1715150825764783,0.15117715680905391
transformer,10,20,0.1179797447478632,0.13866603056132853,0.15346292584817006,0.13866603056132853
transformer,10,21,0.11248034982996663,0.13629517069568753,0.14233400857474018,0.13629517069568753
transformer,10,22,0.10762040408937135,0.1281140964474266,0.13717475894321735,0.1281140964474266
transformer,10,23,0.10302918369716783,0.1198596470531602,0.12612469074548835,0.1198596470531602
transformer,10,24,0.09955270840935466,0.11620746125600954,0.1316212547477264,0.11620746125600954
transformer,10,25,0.09663677490557279,0.11282064995942452,0.1195891819059554,0.11282064995942452
transformer,10,26,0.0937718607343502,0.11000232621233472,0.11904622845947307,0.11000232621233472
transformer,10,27,0.09187028499000971,0.1105211009888813,0.11778839666451296,0.1105211009888813
transformer,10,28,0.09039228497023784,0.10651264745637332,0.11607167267344205,0.10651264745637332
transformer,10,29,0.0892833390224146,0.10632280996567126,0.11448881701596349,0.10632280996567126
transformer,10,30,0.0890699178246941,0.10602586662433106,0.11420545366728797,0.10602586662433106
transformer,30,1,0.5009086962361344,0.46023929770230854,0.4538538622279212,0.46023929770230854
transformer,30,2,0.3203699791828511,0.29583734493796715,0.3395762581880746,0.29583734493796715
transformer,30,3,0.22663719017100706,0.23957642763261994,0.2590981396923589,0.23957642763261994
transformer,30,4,0.19282723250544564,0.21432829419556867,0.2585258044300769,0.21432829419556867
transformer,30,5,0.17722913393515763,0.19555278500864914,0.25187355483177915,0.19555278500864914
transformer,30,6,0.16881611434998878,0.19225102301485314,0.25202996406095735,0.19225102301485314
transformer,30,7,0.16164867159491317,0.1804534581051741,0.2596232156621782,0.1804534581051741
transformer,30,8,0.15481548749696175,0.1841783413872821,0.2634758739558483,0.1841783413872821
transformer,30,9,0.1482078562783544,0.16574253760650245,0.22121931984893523,0.16574253760650245
transformer,30,10,0.1422775350584738,0.15926705197729019,0.23466709580101255,0.15926705197729019
transformer,30,11,0.13633606170397075,0.15442081535463006,0.2164377416640832,0.15442081535463006
transformer,30,12,0.1314719745310518,0.14852406930958462,0.20166058246757296,0.14852406930958462
transformer,30,13,0.1286905880207143,0.13799351617313407,0.18333893194260775,0.13799351617313407
transformer,30,14,0.12467046676224655,0.13693927773177028,0.17852081026008235,0.13693927773177028
transformer,30,15,0.1201027541400307,0.12966051838944181,0.1684712461597143,0.12966051838944181
transformer,30,16,0.11685194785754054,0.122263773294353,0.15845196890675237,0.122263773294353
transformer,30,17,0.11281734885623339,0.12183030099511398,0.1469955760896633,0.12183030099511398
transformer,30,18,0.10871318859537527,0.11470947753634003,0.13444211707790268,0.11470947753634003
transformer,30,19,0.10583950904620681,0.11890299176671004,0.14205553591737796,0.11890299176671004
transformer,30,20,0.101443948475872,0.10597394524270108,0.12563860026108536,0.10597394524270108
transformer,30,21,0.0985901701958629,0.10616890023528362,0.125591189822871,0.10616890023528362
transformer,30,22,0.09541610167195175,0.10551829511689334,0.12062186992611122,0.10551829511689334
transformer,30,23,0.09236110107808351,0.09834509474514315,0.11705864297020147,0.09834509474514315
transformer,30,24,0.08895274804968198,0.095543896024784,0.11582345317562345,0.095543896024784
transformer,30,25,0.08711853012944205,0.09394558040958849,0.10985796628517774,0.09394558040958849
transformer,30,26,0.08469436985743978,0.09221275886326895,0.10481876807761471,0.09221275886326895
transformer,30,27,0.08342746669380958,0.0895614714988135,0.10624563174951039,0.0895614714988135
transformer,30,28,0.08205365767341156,0.08862450572370117,0.10501507651181578,0.08862450572370117
transformer,30,29,0.081062805685241,0.08820092368414846,0.10390039485550016,0.08820092368414846
transformer,30,30,0.08123040806673987,0.0880446202217858,0.10376861913352561,0.0880446202217858
transformer,50,1,0.5850591368376741,0.4631199231690786,0.41831141324901644,0.4631199231690786
transformer,50,2,0.3482130182711071,0.3299435323222178,0.3200729583242486,0.3299435323222178
transformer,50,3,0.25553370974431605,0.26816681609594933,0.28924779769229486,0.26816681609594933
transformer,50,4,0.22111380907649897,0.24631092054847065,0.27315065430278146,0.24631092054847065
transformer,50,5,0.20285708762038634,0.21631983598239488,0.2604143499379795,0.21631983598239488
transformer,50,6,0.1897765550048937,0.2099789699021984,0.2587926379130296,0.2099789699021984
transformer,50,7,0.17875375492173703,0.19718065566840137,0.27734315086656036,0.19718065566840137
transformer,50,8,0.17011073634285756,0.19110862655392857,0.2509114239266011,0.19110862655392857
transformer,50,9,0.16197539203196437,0.17108199987249834,0.24521848383000217,0.17108199987249834
transformer,50,10,0.1537322496969013,0.16161445235756564,0.23370893358890535,0.16161445235756564
transformer,50,11,0.1462307387591578,0.16058239733964103,0.23761280210105487,0.16058239733964103
transformer,50,12,0.13997818293514863,0.1436459027219089,0.22332074566602345,0.1436459027219089
transformer,50,13,0.13482607545877925,0.14736105704932861,0.2186090155025214,0.14736105704932861
transformer,50,14,0.13132231178601364,0.14266586516382931,0.19895644997860149,0.14266586516382931
transformer,50,15,0.12554048672143014,0.13284454738701482,0.18957619267354145,0.13284454738701482
transformer,50,16,0.12250818900319527,0.13188911616075658,0.19550976336956974,0.13188911616075658
transformer,50,17,0.11795868681132607,0.12753229715912218,0.18730914670235455,0.12753229715912218
transformer,50,18,0.11448765823813492,0.12390814737930125,0.18179762024090676,0.12390814737930125
transformer,50,19,0.11072809477651044,0.11958675645891975,0.17438446534437446,0.11958675645891975
transformer,50,20,0.10638448752030098,0.11516800708327389,0.1591906692960509,0.11516800708327389
transformer,50,21,0.10221937016687785,0.11346750092583936,0.1480254932769897,0.11346750092583936
transformer,50,22,0.09964624461973762,0.10782991857467385,0.14059763234617065,0.10782991857467385
transformer,50,23,0.09600279759001601,0.10245433665117937,0.13345802021957792,0.10245433665117937
transformer,50,24,0.09300696484750397,0.09781161526073663,0.13530214959466047,0.09781161526073663
transformer,50,25,0.09035427770994053,0.09527830559996163,0.12337540898301198,0.09527830559996163
transformer,50,26,0.08800898944195858,0.09318844415017964,0.12034508195183917,0.09318844415017964
transformer,50,27,0.08636695416074018,0.09075662840674599,0.11972186305483208,0.09075662840674599
transformer,50,28,0.08510486870811115,0.08959617484525098,0.11695991341629043,0.08959617484525098
transformer,50,29,0.08455848157978975,0.08912184717835488,0.11677501486668009,0.08912184717835488
transformer,50,30,0.08427366367899454,0.08908224598662766,0.11647946919456485,0.08908224598662766
transformer,100,1,0.7127750113704764,0.5572879895206105,0.4572355258214953,0.5572879895206105
transformer,100,2,0.4182803155564678,0.4260861034221009,0.3990544981248281,0.4260861034221009
transformer,100,3,0.32530791972779344,0.3528747005290627,0.3701137803093571,0.3528747005290627
transformer,100,4,0.282874757724197,0.3195750421444477,0.3219599577828631,0.3195750421444477
transformer,100,5,0.2601608630437129,0.2843439648788541,0.281212476428389,0.2843439648788541
transformer,100,6,0.2431456202040144,0.28205953398860756,0.29474344512247036,0.28205953398860756
transformer,100,7,0.22775208579035178,0.2699292328884212,0.3127515089425381,0.2699292328884212
transformer,100,8,0.21385646970990016,0.22547680165615833,0.2864304185641452,0.22547680165615833
transformer,100,9,0.20171653207811663,0.19932845691628812,0.30393240992573395,0.19932845691628812
transformer,100,10,0.18858245029188797,0.1974999472351917,0.29802194398676635,0.1974999472351917
transformer,100,11,0.17652571530900885,0.19370297720932794,0.27998246916616404,0.19370297720932794
transformer,100,12,0.1671957693106904,0.1710378440699013,0.2848764107716644,0.1710378440699013
transformer,100,13,0.1584338586832456,0.17360128491992563,0.28818052991580256,0.17360128491992563
transformer,100,14,0.15170032116360646,0.17060215780384308,0.28811526602086057,0.17060215780384308
transformer,100,15,0.14471868051791242,0.16847705134375754,0.2682675128161048,0.16847705134375754
transformer,100,16,0.1387283294805464,0.15801557519703494,0.28763103065376305,0.15801557519703494
transformer,100,17,0.13320341609603312,0.14164342514694314,0.24396275958167857,0.14164342514694314
transformer,100,18,0.12783929509699737,0.1406822184041391,0.254674927551972,0.1406822184041391
transformer,100,19,0.12246183570950728,0.1303580805679786,0.25040622448692823,0.1303580805679786
transformer,100,20,0.11783407349753897,0.12591526199242437,0.23376987225832546,0.12591526199242437
transformer,100,21,0.11364433499292462,0.12844087832928133,0.22745896680973052,0.12844087832928133
transformer,100,22,0.10992140217005102,0.12165937537422096,0.21363947911213443,0.12165937537422096
